,Bal,Brick,Dist,Floor,Kitsp,Livesp,Metrdist,New,Nfloors,Price,Rooms,Tel,Totsp,Walk,lat,lon
185,True,True,0.05808377798490889,8,8.0,23.0,4,False,9,10000000,2,True,38.0,True,55.761365000000005,37.562236
186,True,False,0.05563815656543684,9,8.0,18.0,11,False,9,10000000,1,True,33.9,True,55.769904000000004,37.566584000000006
187,True,True,0.05526051629328022,10,7.0,27.0,10,False,12,10000000,2,True,45.0,True,55.766723999999996,37.673519
188,False,False,0.0413496710990535,1,6.1,25.1,11,False,8,10000000,2,True,41.0,True,55.747429000000004,37.660683
189,True,False,0.05549688471437178,9,5.1,28.2,3,False,9,10000000,2,True,41.5,True,55.764967000000006,37.56547
190,False,False,0.06604857352736594,16,10.0,53.2,7,True,19,10004800,3,True,69.9,True,55.745617,37.685364
191,False,True,0.056594642511457724,4,11.0,44.1,6,True,9,10056458,1,False,44.1,True,55.775753,37.671938
192,True,False,0.040069049527037784,2,6.0,19.0,6,False,5,10100000,1,True,32.0,True,55.753772,37.579744
193,False,True,0.05832352775681615,7,9.0,31.0,10,False,12,10100000,2,True,52.0,True,55.738292,37.676062
194,False,True,0.056594642511457724,1,12.0,46.5,6,True,6,10199229,1,False,46.5,True,55.775753,37.671938
195,True,False,0.03663166403536675,8,6.1,24.5,8,False,9,10200000,2,True,40.0,True,55.785371999999995,37.638234000000004
196,True,False,0.04443370753155871,9,17.0,85.0,8,True,9,85000000,4,True,158.0,True,55.751928,37.664211
197,True,True,0.02386693935132556,2,8.0,64.0,5,False,6,18000000,4,True,102.0,True,55.77029399999999,37.636976000000004
198,True,True,0.03854712384861097,3,9.0,38.0,7,False,7,21800000,2,True,59.0,True,55.75666,37.581379
199,False,True,0.057550513472946874,20,11.0,48.4,7,False,44,10200000,1,False,48.4,True,55.77024399999999,37.564689
200,False,False,0.04442433072090577,2,7.0,15.1,5,False,14,10290000,1,True,30.1,True,55.730335,37.582035
201,True,True,0.06765893210064733,14,6.0,24.0,6,False,14,10300000,2,True,39.0,True,55.770902,37.685251
202,True,True,0.037952999789213036,4,7.0,26.0,9,False,12,10300000,2,True,39.0,False,55.786995999999995,37.638045
203,False,True,0.056594642511457724,5,11.0,44.3,6,True,10,10301984,1,False,44.3,True,55.775753,37.671938
204,True,True,0.03259038307538015,6,7.5,23.5,8,False,9,10500000,2,True,38.0,True,55.723354,37.607951
205,True,False,0.04244750970316398,8,8.0,18.0,7,False,14,10500000,1,True,36.0,True,55.764855000000004,37.578855
206,True,True,0.09059945465619186,7,8.0,32.0,14,False,17,10500000,2,False,55.0,True,55.773869,37.708141
207,True,True,0.042331112931271564,3,6.0,28.0,10,False,5,10500000,2,True,40.0,True,55.782759999999996,37.589024
208,False,True,0.023663107699543686,5,7.0,17.0,5,False,5,10500000,1,False,30.0,True,55.769093999999996,37.601834000000004
209,True,True,0.0744331606207905,13,10.0,19.0,7,False,17,10500000,1,True,38.1,True,55.738439,37.692663
210,True,True,0.09828021665625676,13,7.4,19.0,15,False,17,10500000,1,False,38.0,True,55.758124,37.521632000000004
211,True,True,0.061107100013012026,11,9.0,19.0,3,False,17,10500000,1,False,39.0,True,55.765463000000004,37.559847
212,True,False,0.03857499900194615,10,9.0,21.0,9,False,12,10500000,1,True,38.0,True,55.78706700000001,37.600441
213,True,False,0.048841177483759664,6,10.0,18.0,5,False,9,10500000,1,False,37.0,True,55.763011999999996,37.571866
214,False,True,0.07964100253010473,3,9.0,47.0,9,False,5,10500000,3,True,65.0,True,55.775429,37.696435
215,False,True,0.06400564590721587,2,9.0,19.0,2,False,5,10500000,1,True,35.5,True,55.723247,37.563521
216,False,True,0.05712315882371844,2,8.0,27.1,20,False,8,10500000,2,True,48.3,True,55.739174,37.675056
